Order_ID;Branch_Start;Start_Latitude;Start_Longitude;Branch_Drop;Pengirim;Penerima;Alamat Penerima;Weather_Condition;Vehicle_Type;Category;arrival_status;Quantity;Weight;Vehicle_Type_Assigned
ssqr217571771;Kebon Kawung;-6.9123708;107.6016929;Pagar Alam;Eric Turner;Joy Adkins;Ciwidey No.700, RT 8/RW 6;Sunny;pick up truck;Snacks;Terlambat;9.0;7.1;van
fzzv593019874;Dago;-6.8750079;107.6159521;Solo;Sheri Hernandez;Kevin Hamilton;Pasir Kaliki No.172, RT 10/RW 5;Sunny;pick up truck;Clothing;Lebih Cepat Sampai;6.0;14.8;cargo truck
dkly190694902;Dago;-6.8750079;107.6159521;Semarang;Eric Berg;Catherine Hutchinson DDS;Setiabudi No.517, RT 3/RW 4;Sunny;pick up truck;Electronics;Lebih Cepat Sampai;1.0;10.0;van
nbuq671487864;Lembong;-6.9165602;107.610072;Depok;Ryan Burch;Christine Hayes;Setiabudi No.632, RT 6/RW 9;Sunny;cargo truck;Electronics;Terlambat;3.0;10.2;cargo truck
vpap820650448;Jalan Braga;-6.9168925;107.6091723;Tebing Tinggi;Michael Thompson;Pamela Frost;Ciwidey No.313, RT 10/RW 10;Sunny;pick up truck;Cosmetics;Lebih Cepat Sampai;8.0;14.2;cargo truck
ucrj268656333;Dago;-6.8750079;107.6159521;Mataram;Mark Davis;Haley Farrell;Setiabudi No.254, RT 5/RW 10;Sunny;cargo truck;Electronics;Lebih Cepat Sampai;3.0;4.1;pick up truck
vzul280099607;Cihampelas;-6.8989124;107.6043304;Tanjung Pinang;Corey Smith;Nathan Olsen;Riau No.725, RT 10/RW 7;Sunny;pick up truck;Clothing;Terlambat;4.0;6.7;van
rbxt827666025;Setiabudi;-6.8689938;107.5934024;Pontianak;Angela West;Bob Fuller;Pasir Kaliki No.18, RT 2/RW 7;Sunny;pick up truck;Toys;Terlambat;3.0;14.1;cargo truck
phzq422053638;Kebon Kawung;-6.9123708;107.6016929;Manado;Erica Erickson;Matthew Jensen;Cihampelas No.72, RT 4/RW 3;Sunny;pick up truck;Toys;Lebih Cepat Sampai;3.0;5.2;van
nuhq176642647;Setiabudi;-6.8689938;107.5934024;Sorong;David Cole;Steven Smith;Kebon Kawung No.333, RT 6/RW 3;Sunny;cargo truck;Electronics;Tepat Waktu;1.0;6.7;van
temu923783468;Pasir Kaliki;-6.9162852;107.5981344;Sumedang;April Holloway;William May;Jalan Braga No.115, RT 8/RW 10;Sunny;pick up truck;Sports;Tepat Waktu;2.0;12.0;cargo truck
mdqh225418616;Setiabudi;-6.8689938;107.5934024;Tebing Tinggi;Jacqueline Ponce;Monica Alvarez;Jalan Braga No.491, RT 6/RW 1;Sunny;pick up truck;Home;Tepat Waktu;2.0;6.8;van
ggaj884673949;Lembong;-6.9165602;107.610072;Banda Aceh;Steven Gonzales;Cynthia Lester;Buah Batu No.635, RT 2/RW 10;Sunny;pick up truck;Grocery;Tepat Waktu;5.0;10.7;cargo truck
hcsn924394617;Lembong;-6.9165602;107.610072;Sungaipenuh;Sydney Mays;Caitlyn Berry;Kebon Kawung No.814, RT 5/RW 4;Sunny;cargo truck;Sports;Tepat Waktu;4.0;1.3;pick up truck
hqox276241766;Kebon Kawung;-6.9123708;107.6016929;Yogyakarta;Ryan Salazar;Michael Barker;Cihampelas No.886, RT 6/RW 8;Sunny;cargo truck;Snacks;Tepat Waktu;7.0;2.4;pick up truck
vlex225612870;Cihampelas;-6.8989124;107.6043304;Surabaya;Dave Reed;Larry Ball;Jalan Braga No.286, RT 8/RW 10;Sunny;cargo truck;Shoes;Tepat Waktu;8.0;6.9;van
esdn377927856;Ciwidey;-7.1027234;107.4641673;Banjarbaru;Danielle Mcknight;Cassie Banks;Jalan Braga No.566, RT 8/RW 3;Sunny;pick up truck;Shoes;Terlambat;3.0;11.3;cargo truck
bqbz087782451;Setiabudi;-6.8689938;107.5934024;Malang;Patrick Deleon;Suzanne Harvey;Dago No.342, RT 10/RW 1;Sunny;cargo truck;Shoes;Lebih Cepat Sampai;9.0;3.5;pick up truck
xlxc655062187;Jalan Braga;-6.9168925;107.6091723;Sawahlunto;Joshua Johnson;Barry Cervantes;Jalan Braga No.654, RT 4/RW 1;Sunny;pick up truck;Shoes;Lebih Cepat Sampai;7.0;7.8;van
pzhh424239762;Jalan Braga;-6.9168925;107.6091723;Tangerang;Brooke Nguyen;Carly Smith;Lembong No.849, RT 5/RW 1;Sunny;cargo truck;Electronics;Lebih Cepat Sampai;2.0;11.7;cargo truck
crga609559116;Pasir Kaliki;-6.9162852;107.5981344;Pontianak;Maria Brown;Jason Leonard;Lembong No.793, RT 6/RW 6;Sunny;cargo truck;Clothing;Tepat Waktu;10.0;9.0;van
vhfk281198980;Kebon Kawung;-6.9123708;107.6016929;Palu;Mary Bentley;Anna Stone;Riau No.990, RT 1/RW 6;Sunny;pick up truck;Cosmetics;Terlambat;8.0;7.7;van
nvvg574209507;Riau;-6.9059201;107.6209624;Ambon;Michael Hancock;Daniel King;Cihampelas No.28, RT 5/RW 7;Sunny;cargo truck;Books;Lebih Cepat Sampai;10.0;12.6;cargo truck
dkcx289564509;Pasir Kaliki;-6.9162852;107.5981344;Malang;Katherine Morris;Holly Kim;Setiabudi No.925, RT 6/RW 4;Sunny;pick up truck;Toys;Terlambat;4.0;3.7;pick up truck
urgo589041952;Kebon Kawung;-6.9123708;107.6016929;Salatiga;Felicia Hernandez;Brent Pierce;Buah Batu No.234, RT 6/RW 2;Sunny;cargo truck;Cosmetics;Tepat Waktu;8.0;10.9;cargo truck
zrsu609447914;Kebon Kawung;-6.9123708;107.6016929;Bandung;Taylor Francis;Krista Edwards;Dago No.814, RT 2/RW 2;Sunny;pick up truck;Home;Terlambat;3.0;9.0;van
nhiw966813419;Cihampelas;-6.8989124;107.6043304;Samarinda;Krista Howard;Denise Wilson;Riau No.489, RT 4/RW 1;Sunny;pick up truck;Cosmetics;Lebih Cepat Sampai;5.0;12.3;cargo truck
xiyz132481883;Lembong;-6.9165602;107.610072;Bekasi;Brittany Campbell;Kelly Phillips;Kebon Kawung No.439, RT 6/RW 3;Sunny;pick up truck;Toys;Terlambat;5.0;3.7;pick up truck
tsgu730494311;Cihampelas;-6.8989124;107.6043304;Tebing Tinggi;John Clark;Melinda Gonzalez;Buah Batu No.565, RT 8/RW 3;Sunny;cargo truck;Books;Terlambat;9.0;10.3;cargo truck
kfly436352695;Buah Batu;-6.9658122;107.637866;Bukittinggi;Walter Walker;Jason Cole;Cihampelas No.667, RT 10/RW 9;Sunny;pick up truck;Sports;Lebih Cepat Sampai;4.0;3.7;pick up truck
dmus962572859;Jalan Braga;-6.9168925;107.6091723;Metro;Jaime Duran;Mrs. Sarah Lopez;Riau No.887, RT 2/RW 1;Sunny;pick up truck;Sports;Lebih Cepat Sampai;6.0;14.7;cargo truck
xdou139557401;Jalan Braga;-6.9168925;107.6091723;Ternate;Jennifer Bailey;Edward Graham;Setiabudi No.349, RT 4/RW 3;Sunny;cargo truck;Clothing;Tepat Waktu;7.0;14.8;cargo truck
sevk013187734;Riau;-6.9059201;107.6209624;Dumai;Lisa Mitchell;Shannon Barber;Jalan Braga No.726, RT 8/RW 1;Sunny;pick up truck;Books;Tepat Waktu;5.0;4.6;pick up truck
byef268008279;Pasir Kaliki;-6.9162852;107.5981344;Ambon;Nancy Ramos;Laura Thomas;Jalan Braga No.283, RT 10/RW 10;Sunny;pick up truck;Home;Lebih Cepat Sampai;2.0;13.9;cargo truck
eqgq209646477;Cihampelas;-6.8989124;107.6043304;Lubuklinggau;James Norris;Janice Jones;Cihampelas No.995, RT 9/RW 10;Sunny;pick up truck;Snacks;Terlambat;5.0;8.5;van
ymue934078130;Kebon Kawung;-6.9123708;107.6016929;Tebing Tinggi;Debra Schmidt;Lisa Wells;Kebon Kawung No.656, RT 9/RW 7;Sunny;pick up truck;Books;Lebih Cepat Sampai;6.0;3.6;pick up truck
zizi079416312;Setiabudi;-6.8689938;107.5934024;Semarang;Ronald Gaines;Anthony Bryant;Dago No.683, RT 1/RW 9;Sunny;cargo truck;Clothing;Terlambat;2.0;4.1;pick up truck
jdje593711302;Setiabudi;-6.8689938;107.5934024;Ternate;Paul King;Andrew Howard;Pasir Kaliki No.513, RT 8/RW 2;Sunny;pick up truck;Clothing;Terlambat;6.0;13.9;cargo truck
qyfz383031721;Buah Batu;-6.9658122;107.637866;Pagar Alam;Rebecca Jackson;Tyrone Bean;Buah Batu No.533, RT 2/RW 7;Sunny;cargo truck;Sports;Tepat Waktu;7.0;9.2;van
vxdw152482612;Lembong;-6.9165602;107.610072;Depok;Megan Ward;Danielle Stanley;Lembong No.718, RT 3/RW 6;Sunny;pick up truck;Cosmetics;Terlambat;9.0;7.4;van
aowb319664016;Jalan Braga;-6.9168925;107.6091723;Gresik;Allen Crawford;Brent Young;Kebon Kawung No.129, RT 5/RW 1;Sunny;cargo truck;Home;Lebih Cepat Sampai;2.0;5.8;van
srcx347469953;Jalan Braga;-6.9168925;107.6091723;Banjarbaru;Anthony Livingston;Karen Francis;Ciwidey No.201, RT 5/RW 6;Sunny;pick up truck;Books;Lebih Cepat Sampai;10.0;12.7;cargo truck
lvyo271407734;Jalan Braga;-6.9168925;107.6091723;Banda Aceh;Glen Juarez;Holly Ross;Cihampelas No.561, RT 4/RW 7;Sunny;cargo truck;Clothing;Lebih Cepat Sampai;4.0;7.6;van
kdlk855322342;Lembong;-6.9165602;107.610072;Medan;Theodore Baldwin;Jon Taylor;Lembong No.566, RT 2/RW 5;Sunny;pick up truck;Home;Lebih Cepat Sampai;3.0;14.4;cargo truck
rvjj561158686;Jalan Braga;-6.9168925;107.6091723;Makassar;Wendy Mccoy;Christopher Moreno;Cihampelas No.531, RT 2/RW 5;Sunny;pick up truck;Grocery;Tepat Waktu;7.0;6.2;van
xltr372187696;Jalan Braga;-6.9168925;107.6091723;Binjai;Timothy West;Steven Davis;Pasir Kaliki No.801, RT 5/RW 1;Sunny;pick up truck;Home;Terlambat;2.0;9.2;van
aaff291190267;Buah Batu;-6.9658122;107.637866;Gresik;Christy Williams;Brianna Gomez;Buah Batu No.882, RT 1/RW 7;Sunny;pick up truck;Shoes;Terlambat;3.0;6.8;van
uqwl538991499;Dago;-6.8750079;107.6159521;Malang;Curtis Smith;Hannah Daniels;Ciwidey No.686, RT 6/RW 8;Sunny;cargo truck;Clothing;Tepat Waktu;1.0;9.5;van
grjo664057875;Jalan Braga;-6.9168925;107.6091723;Malang;Anthony Henderson;Joseph Sullivan;Ciwidey No.132, RT 1/RW 2;Sunny;cargo truck;Toys;Lebih Cepat Sampai;2.0;3.4;pick up truck
jwst680136085;Dago;-6.8750079;107.6159521;Bekasi;Nathan Sullivan;Samuel Martin;Setiabudi No.523, RT 6/RW 5;Sunny;cargo truck;Sports;Terlambat;3.0;13.4;cargo truck
jfla413350625;Dago;-6.8750079;107.6159521;Padang;Rebecca Lawson;Elizabeth Jones;Setiabudi No.377, RT 9/RW 7;Sunny;cargo truck;Cosmetics;Tepat Waktu;9.0;3.8;pick up truck
palk954435425;Buah Batu;-6.9658122;107.637866;Bogor;Phillip Rogers;Rachel Wise;Ciwidey No.703, RT 8/RW 10;Sunny;pick up truck;Sports;Terlambat;4.0;6.4;van
rigd954962676;Cihampelas;-6.8989124;107.6043304;Sorong;Adam Mcneil;Casey Robles;Setiabudi No.99, RT 7/RW 4;Sunny;pick up truck;Home;Tepat Waktu;2.0;5.5;van
qdwe915067963;Dago;-6.8750079;107.6159521;Solok;Alex Davis;Emily Garcia;Pasir Kaliki No.793, RT 10/RW 1;Sunny;cargo truck;Toys;Lebih Cepat Sampai;6.0;2.1;pick up truck
tgrb215410420;Jalan Braga;-6.9168925;107.6091723;Tanjung Pinang;Steven Peterson;Joyce Cooper;Dago No.532, RT 7/RW 10;Sunny;pick up truck;Electronics;Tepat Waktu;2.0;11.4;cargo truck
qztl376586162;Pasir Kaliki;-6.9162852;107.5981344;Cimahi;Ruth Sutton;Andrea Freeman;Jalan Braga No.243, RT 2/RW 5;Sunny;pick up truck;Sports;Lebih Cepat Sampai;3.0;13.5;cargo truck
oxkh126720023;Jalan Braga;-6.9168925;107.6091723;Sorong;Patricia Lopez;Shelia Thomas;Pasir Kaliki No.339, RT 3/RW 5;Sunny;pick up truck;Electronics;Terlambat;1.0;8.2;van
blzi055621134;Lembong;-6.9165602;107.610072;Pagar Alam;Gary Castro;Carolyn Morales;Jalan Braga No.75, RT 5/RW 1;Sunny;pick up truck;Grocery;Lebih Cepat Sampai;5.0;6.9;van
wuxi237241956;Jalan Braga;-6.9168925;107.6091723;Jakarta;Suzanne Davis;Victoria Nichols;Ciwidey No.809, RT 5/RW 8;Sunny;pick up truck;Toys;Terlambat;3.0;3.8;pick up truck
bknb329924173;Kebon Kawung;-6.9123708;107.6016929;Padang;Diane Le;Debra Doyle;Jalan Braga No.731, RT 4/RW 6;Sunny;pick up truck;Home;Lebih Cepat Sampai;3.0;11.8;cargo truck
xxyf638338951;Cihampelas;-6.8989124;107.6043304;Tanjung Pinang;Jennifer Padilla;Joy Miller;Ciwidey No.749, RT 8/RW 9;Sunny;cargo truck;Toys;Lebih Cepat Sampai;7.0;6.3;van
ckoz514175734;Dago;-6.8750079;107.6159521;Samarinda;Lisa Williams;Devin Adams;Lembong No.656, RT 6/RW 8;Sunny;van;Home;Tepat Waktu;1.0;1.5;pick up truck
ayuo575433218;Jalan Braga;-6.9168925;107.6091723;Solok;Janet Dunn;Cristina Ellis;Kebon Kawung No.458, RT 3/RW 10;Sunny;cargo truck;Grocery;Tepat Waktu;6.0;5.1;van
bhht187756692;Lembong;-6.9165602;107.610072;Sorong;Kenneth Acosta;Gary Young;Setiabudi No.306, RT 9/RW 3;Sunny;pick up truck;Grocery;Lebih Cepat Sampai;8.0;11.8;cargo truck
ntvb306820641;Dago;-6.8750079;107.6159521;Jakarta;Shawn Douglas;Paul Rodriguez;Dago No.217, RT 7/RW 10;Sunny;pick up truck;Snacks;Lebih Cepat Sampai;10.0;3.6;pick up truck
rofk826462005;Pasir Kaliki;-6.9162852;107.5981344;Payakumbuh;Joseph Hopkins;Melissa Gutierrez;Riau No.413, RT 7/RW 10;Sunny;pick up truck;Shoes;Lebih Cepat Sampai;7.0;1.9;pick up truck
mnsp594424372;Riau;-6.9059201;107.6209624;Bengkulu;Jane Velazquez;Amy Garcia;Dago No.701, RT 10/RW 3;Sunny;cargo truck;Sports;Lebih Cepat Sampai;9.0;13.9;cargo truck
vvnf691031294;Dago;-6.8750079;107.6159521;Ambon;Brian Rodriguez;Patrick Anderson;Pasir Kaliki No.901, RT 9/RW 2;Sunny;cargo truck;Toys;Tepat Waktu;6.0;11.3;cargo truck
ozbr491095485;Jalan Braga;-6.9168925;107.6091723;Makassar;Gabrielle Chen MD;Robin Coffey;Setiabudi No.939, RT 2/RW 1;Sunny;cargo truck;Grocery;Lebih Cepat Sampai;10.0;14.9;cargo truck
gumx574487289;Setiabudi;-6.8689938;107.5934024;Pontianak;John Watts;Joseph Anderson;Cihampelas No.176, RT 8/RW 9;Sunny;cargo truck;Cosmetics;Lebih Cepat Sampai;8.0;3.8;pick up truck
hoon922371029;Riau;-6.9059201;107.6209624;Metro;Robert Taylor;Anthony Carlson;Kebon Kawung No.261, RT 1/RW 9;Sunny;pick up truck;Home;Lebih Cepat Sampai;2.0;4.2;pick up truck
kmzt405510881;Dago;-6.8750079;107.6159521;Serang;Jordan Peterson;Randy Parker;Dago No.580, RT 4/RW 3;Sunny;cargo truck;Books;Terlambat;6.0;12.7;cargo truck
gfvu821953426;Buah Batu;-6.9658122;107.637866;Batam;Joe Mills;Steven Rodriguez;Setiabudi No.834, RT 6/RW 9;Sunny;cargo truck;Cosmetics;Lebih Cepat Sampai;8.0;6.3;van
fiiw498926070;Jalan Braga;-6.9168925;107.6091723;Semarang;Danielle Kelly;Kevin Phillips;Buah Batu No.373, RT 7/RW 4;Sunny;pick up truck;Shoes;Tepat Waktu;5.0;9.7;van
mjkv310475194;Dago;-6.8750079;107.6159521;Palu;Whitney Wolf;Devin Perez;Setiabudi No.385, RT 6/RW 5;Sunny;pick up truck;Books;Lebih Cepat Sampai;6.0;8.5;van
wdii564144324;Jalan Braga;-6.9168925;107.6091723;Gresik;Gerald Evans;Nicole Hunt;Setiabudi No.157, RT 9/RW 8;Sunny;cargo truck;Cosmetics;Lebih Cepat Sampai;5.0;3.0;pick up truck
lqkb835679948;Setiabudi;-6.8689938;107.5934024;Makassar;Samuel Lewis;Laura Garcia;Lembong No.252, RT 3/RW 1;Sunny;pick up truck;Toys;Terlambat;8.0;9.9;van
tlah379156697;Setiabudi;-6.8689938;107.5934024;Palu;Destiny Jackson;Amber Garza;Setiabudi No.896, RT 1/RW 7;Sunny;pick up truck;Toys;Lebih Cepat Sampai;6.0;13.8;cargo truck
jorj440560315;Kebon Kawung;-6.9123708;107.6016929;Depok;Joshua Young MD;Stanley Webster;Lembong No.284, RT 2/RW 10;Sunny;pick up truck;Grocery;Tepat Waktu;7.0;13.3;cargo truck
gqzs051098424;Jalan Braga;-6.9168925;107.6091723;Surabaya;Casey Hammond;Mark Hampton;Riau No.704, RT 10/RW 7;Sunny;pick up truck;Books;Terlambat;7.0;2.4;pick up truck
qmpt145946527;Dago;-6.8750079;107.6159521;Tebing Tinggi;Jennifer Parker;Lisa Escobar;Pasir Kaliki No.780, RT 10/RW 6;Sunny;van;Home;Lebih Cepat Sampai;1.0;2.7;pick up truck
umza291289960;Setiabudi;-6.8689938;107.5934024;Surabaya;Christina Gonzalez;Megan Carter;Pasir Kaliki No.252, RT 8/RW 4;Sunny;van;Clothing;Tepat Waktu;9.0;13.4;cargo truck
jexj760835001;Dago;-6.8750079;107.6159521;Cimahi;Daniel Nash;Sarah Tucker;Pasir Kaliki No.808, RT 3/RW 1;Sunny;pick up truck;Electronics;Lebih Cepat Sampai;3.0;3.5;pick up truck
khdy869383100;Cihampelas;-6.8989124;107.6043304;Malang;John Clark;Lauren Reese;Jalan Braga No.400, RT 1/RW 7;Sunny;pick up truck;Toys;Tepat Waktu;9.0;12.0;cargo truck
hvwn441638785;Kebon Kawung;-6.9123708;107.6016929;Ambon;Laurie Bullock;Kristie Christensen;Jalan Braga No.961, RT 6/RW 4;Sunny;cargo truck;Snacks;Tepat Waktu;5.0;10.0;van
gbox156266821;Kebon Kawung;-6.9123708;107.6016929;Mataram;Kaitlyn Norton;Benjamin Alexander;Pasir Kaliki No.58, RT 10/RW 6;Sunny;cargo truck;Electronics;Lebih Cepat Sampai;3.0;14.8;cargo truck
yhoh883688262;Setiabudi;-6.8689938;107.5934024;Jambi;Adriana Johnson;Matthew Dickson;Cihampelas No.425, RT 1/RW 3;Sunny;pick up truck;Clothing;Terlambat;9.0;5.1;van
elis065040088;Dago;-6.8750079;107.6159521;Tebing Tinggi;James Torres;Gary Hall;Dago No.290, RT 3/RW 10;Sunny;pick up truck;Books;Lebih Cepat Sampai;8.0;7.0;van
cpph344973735;Setiabudi;-6.8689938;107.5934024;Mojokerto;Nicholas Gonzalez;Olivia Kelly;Jalan Braga No.122, RT 3/RW 10;Sunny;pick up truck;Toys;Terlambat;3.0;3.9;pick up truck
knkd371033117;Dago;-6.8750079;107.6159521;Padang;Karen Williams;Kristen Sexton;Buah Batu No.884, RT 3/RW 6;Sunny;pick up truck;Grocery;Terlambat;6.0;8.1;van
sroj558743624;Buah Batu;-6.9658122;107.637866;Mataram;Maria Maxwell;Troy Taylor;Ciwidey No.3, RT 4/RW 10;Sunny;pick up truck;Grocery;Tepat Waktu;9.0;4.2;pick up truck
gwjw511903123;Cihampelas;-6.8989124;107.6043304;Palu;Stephanie Green;Michael Tanner;Pasir Kaliki No.60, RT 4/RW 6;Sunny;van;Cosmetics;Terlambat;6.0;1.3;pick up truck
neqg897607951;Cihampelas;-6.8989124;107.6043304;Metro;Donna Sanchez;Karen Bell;Ciwidey No.418, RT 3/RW 4;Sunny;pick up truck;Snacks;Terlambat;8.0;9.1;van
qgmq559488305;Lembong;-6.9165602;107.610072;Prabumulih;Eric Reed;James Lynch;Jalan Braga No.231, RT 3/RW 1;Sunny;van;Books;Lebih Cepat Sampai;7.0;8.0;van
fqwo883736566;Buah Batu;-6.9658122;107.637866;Banda Aceh;Gail Thompson;Jose Blackburn;Lembong No.39, RT 6/RW 8;Sunny;cargo truck;Shoes;Tepat Waktu;5.0;15.0;cargo truck
diyx055802815;Setiabudi;-6.8689938;107.5934024;Semarang;Keith Curtis;Robert Riley;Kebon Kawung No.376, RT 4/RW 9;Sunny;pick up truck;Sports;Tepat Waktu;9.0;7.4;van
ixwb563101568;Dago;-6.8750079;107.6159521;Metro;Sara Estrada;Jennifer Scott;Setiabudi No.735, RT 8/RW 7;Sunny;pick up truck;Cosmetics;Lebih Cepat Sampai;6.0;6.1;van
wqgs389644186;Buah Batu;-6.9658122;107.637866;Payakumbuh;Thomas Wright;Bruce Berry;Buah Batu No.711, RT 8/RW 1;Sunny;pick up truck;Home;Lebih Cepat Sampai;1.0;12.1;cargo truck
ywze466486094;Riau;-6.9059201;107.6209624;Sorong;Brent Richards;Debbie West;Pasir Kaliki No.112, RT 2/RW 4;Sunny;pick up truck;Grocery;Terlambat;6.0;6.0;van
pvmm816055638;Setiabudi;-6.8689938;107.5934024;Gresik;Erika Ware;Matthew Griffin;Riau No.283, RT 1/RW 3;Sunny;pick up truck;Grocery;Lebih Cepat Sampai;6.0;7.2;van
atse821686420;Kebon Kawung;-6.9123708;107.6016929;Mataram;Dawn Garcia;Brittney Walsh;Riau No.635, RT 2/RW 7;Sunny;pick up truck;Snacks;Terlambat;8.0;12.3;cargo truck
gaez638963060;Dago;-6.8750079;107.6159521;Prabumulih;Lauren Lopez;Joseph Foster;Lembong No.485, RT 1/RW 3;Sunny;cargo truck;Snacks;Tepat Waktu;9.0;5.0;pick up truck
yrst080093325;Buah Batu;-6.9658122;107.637866;Semarang;Cassandra Adams;Isaac Lewis;Lembong No.422, RT 3/RW 3;Sunny;cargo truck;Cosmetics;Terlambat;8.0;10.3;cargo truck
scsb201155963;Kebon Kawung;-6.9123708;107.6016929;Tanjung Pinang;Robert Potts;Jonathan Taylor;Setiabudi No.874, RT 8/RW 10;Sunny;van;Toys;Lebih Cepat Sampai;7.0;7.0;van
gkdo278877542;Pasir Kaliki;-6.9162852;107.5981344;Kupang;Pamela Miller;Dana Cline;Setiabudi No.765, RT 1/RW 2;Sunny;pick up truck;Home;Lebih Cepat Sampai;2.0;1.4;pick up truck
twih736119498;Ciwidey;-7.1027234;107.4641673;Metro;Jennifer Stark;Shawn Combs;Lembong No.563, RT 6/RW 8;Sunny;pick up truck;Sports;Terlambat;8.0;14.8;cargo truck
cnwv923137842;Riau;-6.9059201;107.6209624;Sungaipenuh;Daniel Reyes;Jason Evans;Jalan Braga No.439, RT 9/RW 9;Sunny;pick up truck;Electronics;Lebih Cepat Sampai;2.0;3.6;pick up truck
vxjy380300028;Pasir Kaliki;-6.9162852;107.5981344;Tebing Tinggi;Rachel Esparza;Benjamin Oliver;Dago No.133, RT 8/RW 5;Sunny;cargo truck;Electronics;Terlambat;3.0;5.0;pick up truck
cryp935421924;Jalan Braga;-6.9168925;107.6091723;Sawahlunto;Matthew Lewis;Carolyn Powell;Cihampelas No.547, RT 6/RW 5;Sunny;cargo truck;Clothing;Terlambat;7.0;14.2;cargo truck
krnw667193374;Dago;-6.8750079;107.6159521;Solok;Mr. Bradley Cooper MD;Sue Ibarra;Setiabudi No.528, RT 5/RW 3;Sunny;van;Shoes;Tepat Waktu;4.0;1.2;pick up truck
ikst816719823;Riau;-6.9059201;107.6209624;Ternate;Lisa Odom;Shawn Carrillo;Setiabudi No.675, RT 9/RW 6;Sunny;pick up truck;Shoes;Terlambat;10.0;6.9;van
tofv651013842;Buah Batu;-6.9658122;107.637866;Bekasi;Jennifer Terry;Tracy Rodriguez;Riau No.29, RT 2/RW 8;Sunny;pick up truck;Electronics;Tepat Waktu;3.0;1.4;pick up truck
dspb683841024;Lembong;-6.9165602;107.610072;Banjarbaru;Karen Rios;Sharon Burton;Pasir Kaliki No.923, RT 3/RW 2;Sunny;pick up truck;Sports;Tepat Waktu;5.0;14.8;cargo truck
sntv555417071;Pasir Kaliki;-6.9162852;107.5981344;Palu;Nicole Perry;Sara Anderson;Riau No.662, RT 9/RW 3;Sunny;cargo truck;Toys;Terlambat;3.0;4.2;pick up truck
gngz100424879;Dago;-6.8750079;107.6159521;Semarang;Jennifer Moore;Kendra Cook;Pasir Kaliki No.5, RT 9/RW 5;Sunny;pick up truck;Grocery;Terlambat;8.0;5.9;van
fdqj004168316;Buah Batu;-6.9658122;107.637866;Solok;Edward Walker;Lindsey Grimes;Cihampelas No.50, RT 7/RW 1;Sunny;pick up truck;Electronics;Terlambat;1.0;2.4;pick up truck
sqqd135065622;Jalan Braga;-6.9168925;107.6091723;Binjai;Jessica Klein;Jordan Perkins;Jalan Braga No.382, RT 6/RW 3;Sunny;pick up truck;Grocery;Lebih Cepat Sampai;5.0;10.4;cargo truck
zmon422649831;Setiabudi;-6.8689938;107.5934024;Malang;Philip Obrien;Misty Grimes;Kebon Kawung No.20, RT 1/RW 10;Sunny;pick up truck;Shoes;Lebih Cepat Sampai;8.0;9.5;van
hjrh158531364;Jalan Braga;-6.9168925;107.6091723;Jambi;Robert Robinson;Gina Brown;Ciwidey No.928, RT 6/RW 1;Sunny;cargo truck;Grocery;Lebih Cepat Sampai;7.0;5.7;van
gioy679462814;Dago;-6.8750079;107.6159521;Kupang;Allison Medina;Richard Sanchez;Dago No.73, RT 8/RW 2;Sunny;cargo truck;Home;Terlambat;1.0;9.0;van
pxno810183672;Dago;-6.8750079;107.6159521;Tangerang Selatan;Sherry Johnson;Jared Golden III;Pasir Kaliki No.569, RT 1/RW 5;Sunny;pick up truck;Toys;Terlambat;5.0;5.8;van
itpl115296258;Riau;-6.9059201;107.6209624;Bandung;Christy Roach;Troy Roberts;Pasir Kaliki No.904, RT 3/RW 9;Sunny;pick up truck;Electronics;Tepat Waktu;1.0;14.0;cargo truck
sudw225628231;Pasir Kaliki;-6.9162852;107.5981344;Pontianak;Katherine Ramirez;Michael Woods;Buah Batu No.640, RT 9/RW 9;Sunny;cargo truck;Shoes;Lebih Cepat Sampai;7.0;1.9;pick up truck
axqp874762890;Dago;-6.8750079;107.6159521;Cimahi;Dawn Mccarthy;Jessica Rose;Jalan Braga No.997, RT 7/RW 6;Sunny;pick up truck;Books;Lebih Cepat Sampai;9.0;4.3;pick up truck
vqlb340962256;Ciwidey;-7.1027234;107.4641673;Semarang;Bryan Smith;Hayley Lewis;Setiabudi No.647, RT 9/RW 2;Sunny;pick up truck;Electronics;Terlambat;2.0;13.6;cargo truck
lrix576592103;Jalan Braga;-6.9168925;107.6091723;Palu;Kayla Mills;Krista Payne;Dago No.529, RT 10/RW 2;Sunny;pick up truck;Clothing;Terlambat;2.0;10.3;cargo truck
awxg176721187;Cihampelas;-6.8989124;107.6043304;Bengkulu;Elizabeth Hernandez;Linda Peters;Kebon Kawung No.779, RT 3/RW 1;Sunny;pick up truck;Electronics;Terlambat;2.0;9.3;van
azkn185141270;Lembong;-6.9165602;107.610072;Gresik;Pamela Drake;Amy Johns;Ciwidey No.738, RT 4/RW 8;Sunny;van;Snacks;Tepat Waktu;7.0;3.6;pick up truck
mquo707004446;Riau;-6.9059201;107.6209624;Cimahi;Courtney Valdez;Ashley Eaton;Dago No.933, RT 5/RW 4;Sunny;cargo truck;Shoes;Tepat Waktu;9.0;10.3;cargo truck
opoe905278513;Dago;-6.8750079;107.6159521;Surabaya;David Cordova;Martin Green;Cihampelas No.489, RT 3/RW 9;Sunny;cargo truck;Grocery;Terlambat;5.0;1.8;pick up truck
